epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1661308546559,2022-08-23T22.35.46.559,0.000,-0.001,-0.003,0.019
1661308546570,2022-08-23T22.35.46.570,0.011,-0.006,0.010,0.008
1661308546579,2022-08-23T22.35.46.579,0.020,-0.004,0.034,0.012
1661308546589,2022-08-23T22.35.46.589,0.030,-0.001,0.064,0.008
1661308546599,2022-08-23T22.35.46.599,0.040,0.002,-0.009,0.026
1661308546609,2022-08-23T22.35.46.609,0.050,0.002,0.047,-0.012
1661308546618,2022-08-23T22.35.46.618,0.059,0.020,0.007,0.001
1661308546628,2022-08-23T22.35.46.628,0.069,0.017,0.017,-0.006
1661308546639,2022-08-23T22.35.46.639,0.080,0.006,0.069,0.002
1661308546649,2022-08-23T22.35.46.649,0.090,-0.001,0.015,0.016
1661308546659,2022-08-23T22.35.46.659,0.100,0.003,-0.000,0.011
1661308546668,2022-08-23T22.35.46.668,0.109,0.001,-0.012,0.003
1661308546678,2022-08-23T22.35.46.678,0.119,0.006,-0.048,-0.015
1661308546688,2022-08-23T22.35.46.688,0.129,0.004,-0.023,0.000
1661308546699,2022-08-23T22.35.46.699,0.140,0.003,0.012,-0.001
1661308546709,2022-08-23T22.35.46.709,0.150,0.002,0.016,0.001
1661308546719,2022-08-23T22.35.46.719,0.160,0.003,0.009,0.014
1661308546728,2022-08-23T22.35.46.728,0.169,0.002,0.017,-0.011
1661308546738,2022-08-23T22.35.46.738,0.179,0.002,0.014,-0.007
1661308546748,2022-08-23T22.35.46.748,0.189,0.007,0.009,0.004
1661308546759,2022-08-23T22.35.46.759,0.200,0.007,0.011,-0.002
1661308546767,2022-08-23T22.35.46.767,0.208,0.003,0.012,-0.003
1661308546778,2022-08-23T22.35.46.778,0.219,0.003,0.017,-0.004
1661308546788,2022-08-23T22.35.46.788,0.229,0.002,0.025,-0.013
1661308546798,2022-08-23T22.35.46.798,0.239,0.003,0.025,-0.017
1661308546809,2022-08-23T22.35.46.809,0.250,-0.002,0.015,-0.001
1661308546817,2022-08-23T22.35.46.817,0.258,-0.001,0.015,-0.014
1661308546828,2022-08-23T22.35.46.828,0.269,-0.001,0.017,-0.021
1661308546838,2022-08-23T22.35.46.838,0.279,-0.003,0.028,-0.023
1661308546848,2022-08-23T22.35.46.848,0.289,-0.001,0.031,-0.037
1661308546858,2022-08-23T22.35.46.858,0.299,-0.014,0.018,-0.020
1661308546867,2022-08-23T22.35.46.867,0.308,0.004,0.021,-0.045
1661308546877,2022-08-23T22.35.46.877,0.318,-0.004,0.042,-0.056
1661308546888,2022-08-23T22.35.46.888,0.329,-0.003,0.036,-0.053
1661308546898,2022-08-23T22.35.46.898,0.339,0.001,0.040,-0.065
1661308546907,2022-08-23T22.35.46.907,0.348,-0.007,0.030,-0.045
1661308546917,2022-08-23T22.35.46.917,0.358,-0.009,0.015,-0.003
1661308546927,2022-08-23T22.35.46.927,0.368,-0.009,0.035,-0.016
1661308546937,2022-08-23T22.35.46.937,0.378,0.004,0.025,-0.006
1661308546948,2022-08-23T22.35.46.948,0.389,0.008,0.003,0.048
1661308546956,2022-08-23T22.35.46.956,0.397,0.011,-0.008,0.096
1661308546968,2022-08-23T22.35.46.968,0.409,0.008,-0.030,0.180
1661308546977,2022-08-23T22.35.46.977,0.418,0.021,-0.030,0.163
1661308546987,2022-08-23T22.35.46.987,0.428,0.022,-0.005,0.080
1661308546997,2022-08-23T22.35.46.997,0.438,0.017,-0.002,0.082
1661308547006,2022-08-23T22.35.47.006,0.447,0.012,-0.062,0.108
1661308547017,2022-08-23T22.35.47.017,0.458,-0.012,-0.053,0.037
1661308547027,2022-08-23T22.35.47.027,0.468,-0.021,-0.005,-0.035
1661308547037,2022-08-23T22.35.47.037,0.478,-0.003,0.034,-0.047
1661308547047,2022-08-23T22.35.47.047,0.488,0.015,0.050,-0.042
1661308547056,2022-08-23T22.35.47.056,0.497,0.006,0.043,-0.048
1661308547066,2022-08-23T22.35.47.066,0.507,-0.002,0.050,-0.038
1661308547077,2022-08-23T22.35.47.077,0.518,0.042,0.065,-0.008
1661308547087,2022-08-23T22.35.47.087,0.528,-0.021,0.071,-0.046
1661308547097,2022-08-23T22.35.47.097,0.538,-0.022,0.011,0.013
1661308547106,2022-08-23T22.35.47.106,0.547,0.020,0.020,-0.003
1661308547116,2022-08-23T22.35.47.116,0.557,0.012,0.031,-0.008
1661308547126,2022-08-23T22.35.47.126,0.567,-0.007,0.009,-0.037
1661308547137,2022-08-23T22.35.47.137,0.578,-0.008,0.043,-0.068
1661308547147,2022-08-23T22.35.47.147,0.588,-0.006,0.064,-0.117
1661308547156,2022-08-23T22.35.47.156,0.597,-0.028,0.090,-0.162
1661308547166,2022-08-23T22.35.47.166,0.607,-0.001,0.048,-0.043
1661308547176,2022-08-23T22.35.47.176,0.617,0.006,0.062,-0.061
1661308547186,2022-08-23T22.35.47.186,0.627,0.006,0.086,-0.049
1661308547197,2022-08-23T22.35.47.197,0.638,0.033,0.090,0.013
1661308547207,2022-08-23T22.35.47.207,0.648,0.031,0.249,-0.040
1661308547216,2022-08-23T22.35.47.216,0.657,-0.003,-0.006,-0.015
1661308547226,2022-08-23T22.35.47.226,0.667,-0.034,0.004,-0.119
1661308547236,2022-08-23T22.35.47.236,0.677,0.021,0.054,-0.033
1661308547245,2022-08-23T22.35.47.245,0.686,0.029,-0.012,0.046
1661308547255,2022-08-23T22.35.47.255,0.696,0.020,0.023,-0.027
1661308547266,2022-08-23T22.35.47.266,0.707,0.029,0.042,0.008
1661308547276,2022-08-23T22.35.47.276,0.717,-0.036,-0.041,0.033
1661308547286,2022-08-23T22.35.47.286,0.727,-0.030,-0.034,0.052
1661308547296,2022-08-23T22.35.47.296,0.737,0.007,-0.018,0.056
1661308547305,2022-08-23T22.35.47.305,0.746,0.020,-0.058,0.158
1661308547315,2022-08-23T22.35.47.315,0.756,0.035,-0.116,0.160
1661308547326,2022-08-23T22.35.47.326,0.767,-0.181,-0.260,0.495
1661308547336,2022-08-23T22.35.47.336,0.777,0.036,-0.038,-0.032
1661308547345,2022-08-23T22.35.47.345,0.786,0.084,0.215,-0.220
1661308547355,2022-08-23T22.35.47.355,0.796,-0.043,0.083,-0.138
1661308547365,2022-08-23T22.35.47.365,0.806,-0.047,-0.087,0.004
1661308547375,2022-08-23T22.35.47.375,0.816,-0.278,-0.023,-0.117
1661308547386,2022-08-23T22.35.47.386,0.827,-0.167,-0.041,-0.022
1661308547394,2022-08-23T22.35.47.394,0.835,-0.014,0.030,-0.014
1661308547405,2022-08-23T22.35.47.405,0.846,0.029,0.116,-0.120
1661308547415,2022-08-23T22.35.47.415,0.856,0.093,0.024,-0.021
1661308547425,2022-08-23T22.35.47.425,0.866,0.051,-0.019,-0.006
1661308547435,2022-08-23T22.35.47.435,0.876,0.001,0.026,-0.010
1661308547444,2022-08-23T22.35.47.444,0.885,0.013,0.052,0.006
1661308547454,2022-08-23T22.35.47.454,0.895,0.033,0.070,0.014
1661308547465,2022-08-23T22.35.47.465,0.906,0.003,0.078,-0.025
1661308547475,2022-08-23T22.35.47.475,0.916,0.035,0.044,-0.031
1661308547484,2022-08-23T22.35.47.484,0.925,0.120,0.058,-0.079
1661308547494,2022-08-23T22.35.47.494,0.935,0.025,0.078,-0.124
1661308547504,2022-08-23T22.35.47.504,0.945,-0.124,-0.023,-0.021
1661308547515,2022-08-23T22.35.47.515,0.956,-0.099,-0.055,-0.033
1661308547525,2022-08-23T22.35.47.525,0.966,-0.076,-0.069,-0.052
1661308547535,2022-08-23T22.35.47.535,0.976,-0.131,-0.086,0.034
1661308547544,2022-08-23T22.35.47.544,0.985,-0.114,-0.061,0.079
1661308547554,2022-08-23T22.35.47.554,0.995,-0.066,-0.022,0.062
1661308547564,2022-08-23T22.35.47.564,1.005,-0.036,-0.011,-0.034
1661308547575,2022-08-23T22.35.47.575,1.016,-0.112,0.066,0.023
1661308547583,2022-08-23T22.35.47.583,1.024,-0.108,0.045,0.076
1661308547594,2022-08-23T22.35.47.594,1.035,-0.089,-0.070,0.123
1661308547604,2022-08-23T22.35.47.604,1.045,-0.127,-0.131,0.110
1661308547614,2022-08-23T22.35.47.614,1.055,-0.104,-0.105,0.044
1661308547624,2022-08-23T22.35.47.624,1.065,-0.068,-0.167,-0.063
1661308547633,2022-08-23T22.35.47.633,1.074,0.010,-0.210,-0.124
1661308547643,2022-08-23T22.35.47.643,1.084,-0.120,-0.010,-0.022
1661308547654,2022-08-23T22.35.47.654,1.095,-0.210,0.107,-0.068
1661308547664,2022-08-23T22.35.47.664,1.105,-0.161,-0.001,-0.132
1661308547674,2022-08-23T22.35.47.674,1.115,-0.178,0.098,-0.147
1661308547683,2022-08-23T22.35.47.683,1.124,-0.069,-0.037,-0.250
1661308547693,2022-08-23T22.35.47.693,1.134,0.019,-0.184,-0.382
1661308547704,2022-08-23T22.35.47.704,1.145,-0.071,-0.065,-0.317
1661308547714,2022-08-23T22.35.47.714,1.155,-0.051,0.029,-0.103
1661308547724,2022-08-23T22.35.47.724,1.165,-0.002,-0.016,-0.134
1661308547733,2022-08-23T22.35.47.733,1.174,-0.014,-0.024,-0.175
1661308547743,2022-08-23T22.35.47.743,1.184,-0.037,0.010,-0.134
1661308547753,2022-08-23T22.35.47.753,1.194,-0.025,0.003,-0.097
1661308547764,2022-08-23T22.35.47.764,1.205,0.005,-0.020,-0.017
1661308547772,2022-08-23T22.35.47.772,1.213,0.037,-0.010,0.057
1661308547784,2022-08-23T22.35.47.784,1.225,0.091,0.006,0.126
1661308547793,2022-08-23T22.35.47.793,1.234,0.101,0.011,0.175
1661308547803,2022-08-23T22.35.47.803,1.244,0.092,-0.023,0.155
1661308547813,2022-08-23T22.35.47.813,1.254,0.094,-0.024,0.184
1661308547822,2022-08-23T22.35.47.822,1.263,0.056,-0.001,0.213
1661308547832,2022-08-23T22.35.47.832,1.273,0.050,0.009,0.261
1661308547843,2022-08-23T22.35.47.843,1.284,0.099,-0.045,0.238
1661308547853,2022-08-23T22.35.47.853,1.294,0.163,-0.002,0.221
1661308547863,2022-08-23T22.35.47.863,1.304,0.141,0.014,0.238
1661308547872,2022-08-23T22.35.47.872,1.313,0.119,0.027,0.235
1661308547882,2022-08-23T22.35.47.882,1.323,0.123,-0.005,0.269
1661308547892,2022-08-23T22.35.47.892,1.333,0.028,0.074,0.218
1661308547903,2022-08-23T22.35.47.903,1.344,-0.008,0.057,0.144
1661308547913,2022-08-23T22.35.47.913,1.354,0.043,-0.073,0.157
1661308547922,2022-08-23T22.35.47.922,1.363,0.237,-0.619,0.338
1661308547932,2022-08-23T22.35.47.932,1.373,-0.186,0.329,0.097
1661308547942,2022-08-23T22.35.47.942,1.383,0.153,0.029,-0.046
1661308547953,2022-08-23T22.35.47.953,1.394,0.334,-0.232,-0.001
1661308547963,2022-08-23T22.35.47.963,1.404,0.380,-0.108,0.054
1661308547972,2022-08-23T22.35.47.972,1.413,0.162,0.004,0.031
1661308547982,2022-08-23T22.35.47.982,1.423,0.172,0.080,-0.016
1661308547992,2022-08-23T22.35.47.992,1.433,0.173,0.011,0.108
1661308548002,2022-08-23T22.35.48.002,1.443,-0.020,-0.044,0.147
1661308548013,2022-08-23T22.35.48.013,1.454,-0.000,-0.058,0.056
1661308548023,2022-08-23T22.35.48.023,1.464,0.133,0.066,-0.093
1661308548032,2022-08-23T22.35.48.032,1.473,0.230,-0.010,-0.019
1661308548042,2022-08-23T22.35.48.042,1.483,-0.092,0.227,0.127
1661308548052,2022-08-23T22.35.48.052,1.493,-0.138,0.091,0.194
1661308548062,2022-08-23T22.35.48.062,1.503,0.020,-0.198,0.193
1661308548071,2022-08-23T22.35.48.071,1.512,-0.168,0.067,0.003
1661308548081,2022-08-23T22.35.48.081,1.522,-0.066,-0.209,-0.030
1661308548092,2022-08-23T22.35.48.092,1.533,0.050,-0.148,0.023
1661308548102,2022-08-23T22.35.48.102,1.543,-0.057,-0.114,0.110
1661308548111,2022-08-23T22.35.48.111,1.552,-0.247,-0.227,0.213
1661308548121,2022-08-23T22.35.48.121,1.562,-0.298,0.181,-0.060
1661308548131,2022-08-23T22.35.48.131,1.572,0.008,-0.161,-0.049
1661308548142,2022-08-23T22.35.48.142,1.583,0.047,-0.157,0.123
1661308548152,2022-08-23T22.35.48.152,1.593,-0.010,-0.035,0.072
1661308548161,2022-08-23T22.35.48.161,1.602,0.030,-0.024,-0.008
1661308548171,2022-08-23T22.35.48.171,1.612,0.070,-0.095,0.075
1661308548181,2022-08-23T22.35.48.181,1.622,0.047,0.059,0.093
1661308548191,2022-08-23T22.35.48.191,1.632,0.058,0.036,0.027
1661308548202,2022-08-23T22.35.48.202,1.643,0.058,-0.075,0.033
1661308548212,2022-08-23T22.35.48.212,1.653,-0.014,0.038,-0.010
1661308548221,2022-08-23T22.35.48.221,1.662,-0.010,-0.009,-0.029
1661308548231,2022-08-23T22.35.48.231,1.672,0.002,-0.066,0.045
1661308548241,2022-08-23T22.35.48.241,1.682,-0.060,-0.006,0.068
1661308548251,2022-08-23T22.35.48.251,1.692,-0.063,-0.024,0.019
1661308548260,2022-08-23T22.35.48.260,1.701,-0.036,-0.046,-0.136
1661308548272,2022-08-23T22.35.48.272,1.713,-0.071,-0.002,-0.361
1661308548281,2022-08-23T22.35.48.281,1.722,-0.047,0.074,-0.440
1661308548291,2022-08-23T22.35.48.291,1.732,0.063,-0.119,-0.751
1661308548301,2022-08-23T22.35.48.301,1.742,-0.253,-0.108,-0.236
1661308548310,2022-08-23T22.35.48.310,1.751,-0.048,0.037,-0.060
1661308548320,2022-08-23T22.35.48.320,1.761,0.177,0.113,0.039
1661308548330,2022-08-23T22.35.48.330,1.771,0.082,0.069,0.116
1661308548341,2022-08-23T22.35.48.341,1.782,-0.003,-0.020,0.056
1661308548351,2022-08-23T22.35.48.351,1.792,0.106,0.100,0.079
1661308548360,2022-08-23T22.35.48.360,1.801,0.188,0.142,0.132
1661308548370,2022-08-23T22.35.48.370,1.811,0.110,0.145,0.032
1661308548380,2022-08-23T22.35.48.380,1.821,0.046,0.154,-0.119
1661308548391,2022-08-23T22.35.48.391,1.832,0.027,0.078,-0.053
1661308548399,2022-08-23T22.35.48.399,1.840,0.034,0.038,0.031
1661308548410,2022-08-23T22.35.48.410,1.851,0.035,-0.005,0.009
1661308548420,2022-08-23T22.35.48.420,1.861,0.027,-0.111,-0.090
1661308548430,2022-08-23T22.35.48.430,1.871,-0.026,-0.183,-0.150
1661308548440,2022-08-23T22.35.48.440,1.881,-0.062,-0.104,0.005
1661308548449,2022-08-23T22.35.48.449,1.890,-0.044,-0.025,0.143
1661308548459,2022-08-23T22.35.48.459,1.900,0.006,0.001,0.082
1661308548470,2022-08-23T22.35.48.470,1.911,0.029,0.035,-0.062
1661308548480,2022-08-23T22.35.48.480,1.921,0.004,0.062,-0.047
1661308548490,2022-08-23T22.35.48.490,1.931,0.032,0.063,-0.008
1661308548499,2022-08-23T22.35.48.499,1.940,0.026,0.091,-0.019
1661308548511,2022-08-23T22.35.48.511,1.952,0.013,0.098,-0.039
1661308548519,2022-08-23T22.35.48.519,1.960,0.015,0.086,-0.022
1661308548530,2022-08-23T22.35.48.530,1.971,-0.006,0.092,-0.014
1661308548540,2022-08-23T22.35.48.540,1.981,-0.023,0.070,0.021
1661308548549,2022-08-23T22.35.48.549,1.990,-0.033,0.020,0.035
1661308548559,2022-08-23T22.35.48.559,2.000,-0.037,0.020,0.035
1661308548569,2022-08-23T22.35.48.569,2.010,-0.026,0.044,0.022
1661308548579,2022-08-23T22.35.48.579,2.020,-0.001,0.022,-0.019
1661308548590,2022-08-23T22.35.48.590,2.031,0.014,-0.015,-0.002
1661308548599,2022-08-23T22.35.48.599,2.040,0.006,-0.009,-0.002
1661308548609,2022-08-23T22.35.48.609,2.050,-0.004,0.001,-0.011
1661308548619,2022-08-23T22.35.48.619,2.060,-0.002,0.003,0.005
1661308548629,2022-08-23T22.35.48.629,2.070,-0.010,0.000,0.023
1661308548638,2022-08-23T22.35.48.638,2.079,0.007,-0.001,0.013
1661308548648,2022-08-23T22.35.48.648,2.089,0.025,-0.012,0.008
1661308548659,2022-08-23T22.35.48.659,2.100,0.031,-0.028,0.025
1661308548669,2022-08-23T22.35.48.669,2.110,-0.002,-0.009,0.019
1661308548679,2022-08-23T22.35.48.679,2.120,-0.011,0.012,-0.003
1661308548688,2022-08-23T22.35.48.688,2.129,0.004,0.027,-0.020
1661308548698,2022-08-23T22.35.48.698,2.139,0.006,0.032,-0.032
1661308548708,2022-08-23T22.35.48.708,2.149,-0.005,0.040,-0.028
1661308548719,2022-08-23T22.35.48.719,2.160,-0.006,0.032,-0.029
1661308548729,2022-08-23T22.35.48.729,2.170,-0.011,0.021,-0.015
1661308548738,2022-08-23T22.35.48.738,2.179,-0.016,0.006,-0.006
1661308548748,2022-08-23T22.35.48.748,2.189,-0.007,-0.014,0.012
1661308548758,2022-08-23T22.35.48.758,2.199,-0.015,-0.015,0.034
1661308548768,2022-08-23T22.35.48.768,2.209,-0.017,-0.005,0.048
1661308548779,2022-08-23T22.35.48.779,2.220,-0.025,0.016,0.048
1661308548788,2022-08-23T22.35.48.788,2.229,-0.030,0.020,0.045
1661308548798,2022-08-23T22.35.48.798,2.239,-0.022,0.019,0.043
1661308548808,2022-08-23T22.35.48.808,2.249,-0.018,0.034,0.028
1661308548818,2022-08-23T22.35.48.818,2.259,-0.007,0.035,0.011
1661308548829,2022-08-23T22.35.48.829,2.270,-0.015,0.017,-0.019
1661308548839,2022-08-23T22.35.48.839,2.280,-0.012,0.012,-0.039
1661308548848,2022-08-23T22.35.48.848,2.289,0.000,0.021,-0.020
1661308548858,2022-08-23T22.35.48.858,2.299,-0.001,0.023,-0.005
1661308548868,2022-08-23T22.35.48.868,2.309,-0.007,-0.004,0.016
1661308548878,2022-08-23T22.35.48.878,2.319,-0.018,-0.023,0.021
1661308548887,2022-08-23T22.35.48.887,2.328,-0.017,-0.018,0.006
1661308548897,2022-08-23T22.35.48.897,2.338,0.004,-0.013,0.003
1661308548908,2022-08-23T22.35.48.908,2.349,-0.003,-0.003,0.001
1661308548918,2022-08-23T22.35.48.918,2.359,-0.023,-0.004,-0.003
1661308548927,2022-08-23T22.35.48.927,2.368,-0.027,-0.008,-0.004
1661308548937,2022-08-23T22.35.48.937,2.378,-0.031,-0.009,-0.009
1661308548947,2022-08-23T22.35.48.947,2.388,-0.025,-0.007,-0.013
1661308548957,2022-08-23T22.35.48.957,2.398,-0.014,-0.015,-0.017
1661308548968,2022-08-23T22.35.48.968,2.409,-0.003,-0.010,-0.020
1661308548978,2022-08-23T22.35.48.978,2.419,-0.003,-0.013,-0.009
1661308548987,2022-08-23T22.35.48.987,2.428,-0.015,-0.009,0.013
1661308548997,2022-08-23T22.35.48.997,2.438,-0.018,0.003,0.022
1661308549007,2022-08-23T22.35.49.007,2.448,-0.007,0.016,0.009
1661308549017,2022-08-23T22.35.49.017,2.458,-0.004,0.027,-0.005
1661308549026,2022-08-23T22.35.49.026,2.467,-0.010,0.032,-0.001
1661308549037,2022-08-23T22.35.49.037,2.478,-0.019,0.023,0.009
1661308549047,2022-08-23T22.35.49.047,2.488,-0.005,0.015,0.012
1661308549057,2022-08-23T22.35.49.057,2.498,-0.003,0.008,0.019
1661308549067,2022-08-23T22.35.49.067,2.508,-0.020,0.014,0.029
1661308549078,2022-08-23T22.35.49.078,2.519,-0.028,0.017,0.032
1661308549086,2022-08-23T22.35.49.086,2.527,-0.013,0.018,0.026
1661308549097,2022-08-23T22.35.49.097,2.538,0.002,0.027,0.006
1661308549107,2022-08-23T22.35.49.107,2.548,0.005,0.027,-0.020
1661308549117,2022-08-23T22.35.49.117,2.558,0.004,0.015,-0.021
1661308549126,2022-08-23T22.35.49.126,2.567,-0.003,0.000,-0.009
1661308549136,2022-08-23T22.35.49.136,2.577,-0.011,-0.005,0.004
1661308549146,2022-08-23T22.35.49.146,2.587,-0.007,-0.000,0.006
1661308549157,2022-08-23T22.35.49.157,2.598,-0.004,0.000,-0.004
1661308549167,2022-08-23T22.35.49.167,2.608,-0.006,-0.004,-0.008
1661308549176,2022-08-23T22.35.49.176,2.617,-0.021,-0.001,0.008
1661308549186,2022-08-23T22.35.49.186,2.627,-0.029,0.004,0.021
1661308549196,2022-08-23T22.35.49.196,2.637,-0.021,0.010,0.026
1661308549206,2022-08-23T22.35.49.206,2.647,-0.014,0.014,0.016
1661308549215,2022-08-23T22.35.49.215,2.656,-0.015,0.011,0.012
1661308549225,2022-08-23T22.35.49.225,2.666,-0.012,0.010,0.004
1661308549236,2022-08-23T22.35.49.236,2.677,-0.004,0.008,-0.011
1661308549246,2022-08-23T22.35.49.246,2.687,0.001,0.008,-0.015
1661308549256,2022-08-23T22.35.49.256,2.697,0.003,0.004,-0.009
1661308549265,2022-08-23T22.35.49.265,2.706,-0.010,0.001,-0.007
1661308549275,2022-08-23T22.35.49.275,2.716,-0.010,-0.001,-0.005
1661308549286,2022-08-23T22.35.49.286,2.727,-0.006,-0.005,-0.001
1661308549296,2022-08-23T22.35.49.296,2.737,-0.001,0.003,0.008
1661308549306,2022-08-23T22.35.49.306,2.747,-0.005,0.009,0.015
1661308549315,2022-08-23T22.35.49.315,2.756,-0.012,0.009,0.013
1661308549327,2022-08-23T22.35.49.327,2.768,-0.012,0.010,-0.002
1661308549335,2022-08-23T22.35.49.335,2.776,0.003,0.012,-0.004
1661308549346,2022-08-23T22.35.49.346,2.787,0.000,0.017,0.008
1661308549356,2022-08-23T22.35.49.356,2.797,-0.020,0.015,0.011
1661308549365,2022-08-23T22.35.49.365,2.806,-0.018,0.007,0.013
1661308549375,2022-08-23T22.35.49.375,2.816,-0.013,0.008,0.010
1661308549385,2022-08-23T22.35.49.385,2.826,-0.017,0.012,0.005
1661308549395,2022-08-23T22.35.49.395,2.836,-0.016,0.004,0.005
1661308549406,2022-08-23T22.35.49.406,2.847,-0.005,0.009,0.009
1661308549414,2022-08-23T22.35.49.414,2.855,0.000,0.016,0.008
1661308549425,2022-08-23T22.35.49.425,2.866,0.003,0.012,0.004
1661308549435,2022-08-23T22.35.49.435,2.876,0.008,0.010,0.006
1661308549445,2022-08-23T22.35.49.445,2.886,0.003,0.015,0.002
1661308549455,2022-08-23T22.35.49.455,2.896,0.006,0.028,0.001
1661308549464,2022-08-23T22.35.49.464,2.905,0.001,0.025,0.004
1661308549475,2022-08-23T22.35.49.475,2.916,-0.015,0.019,0.016
1661308549485,2022-08-23T22.35.49.485,2.926,-0.021,0.008,0.024
1661308549495,2022-08-23T22.35.49.495,2.936,-0.023,0.002,0.016
1661308549505,2022-08-23T22.35.49.505,2.946,-0.022,-0.002,0.002
1661308549514,2022-08-23T22.35.49.514,2.955,-0.020,-0.009,-0.010
1661308549524,2022-08-23T22.35.49.524,2.965,-0.017,-0.010,-0.014
1661308549535,2022-08-23T22.35.49.535,2.976,-0.005,-0.004,-0.004
1661308549545,2022-08-23T22.35.49.545,2.986,-0.002,0.003,-0.001
1661308549554,2022-08-23T22.35.49.554,2.995,-0.001,0.004,-0.005
1661308549564,2022-08-23T22.35.49.564,3.005,0.003,0.006,-0.001
1661308549574,2022-08-23T22.35.49.574,3.015,0.006,0.009,0.002
1661308549584,2022-08-23T22.35.49.584,3.025,0.002,0.008,-0.000
1661308549595,2022-08-23T22.35.49.595,3.036,-0.007,0.006,-0.005
1661308549603,2022-08-23T22.35.49.603,3.044,-0.005,0.004,-0.005
1661308549614,2022-08-23T22.35.49.614,3.055,-0.003,0.003,0.000
1661308549624,2022-08-23T22.35.49.624,3.065,-0.015,0.008,0.004
1661308549634,2022-08-23T22.35.49.634,3.075,-0.026,0.012,0.010
1661308549644,2022-08-23T22.35.49.644,3.085,-0.018,0.009,0.015
1661308549653,2022-08-23T22.35.49.653,3.094,-0.009,0.012,0.015
1661308549663,2022-08-23T22.35.49.663,3.104,-0.007,0.015,0.013
1661308549674,2022-08-23T22.35.49.674,3.115,-0.005,0.010,0.007
1661308549684,2022-08-23T22.35.49.684,3.125,0.002,0.007,0.005
1661308549694,2022-08-23T22.35.49.694,3.135,-0.004,0.014,0.007
1661308549703,2022-08-23T22.35.49.703,3.144,-0.009,0.014,0.004
1661308549713,2022-08-23T22.35.49.713,3.154,-0.008,0.012,0.000
1661308549724,2022-08-23T22.35.49.724,3.165,-0.008,0.009,0.003
1661308549734,2022-08-23T22.35.49.734,3.175,-0.006,0.009,-0.002
1661308549744,2022-08-23T22.35.49.744,3.185,-0.002,0.005,-0.011
1661308549753,2022-08-23T22.35.49.753,3.194,0.000,-0.010,-0.007
1661308549763,2022-08-23T22.35.49.763,3.204,-0.005,-0.004,0.001
1661308549773,2022-08-23T22.35.49.773,3.214,0.003,0.004,-0.001
1661308549784,2022-08-23T22.35.49.784,3.225,0.008,0.002,-0.001
1661308549792,2022-08-23T22.35.49.792,3.233,0.001,0.004,-0.001
1661308549803,2022-08-23T22.35.49.803,3.244,-0.005,0.012,0.003
1661308549813,2022-08-23T22.35.49.813,3.254,-0.011,0.013,0.010
1661308549823,2022-08-23T22.35.49.823,3.264,-0.012,0.016,0.013
1661308549833,2022-08-23T22.35.49.833,3.274,-0.014,0.021,0.013
1661308549842,2022-08-23T22.35.49.842,3.283,-0.016,0.017,0.018
1661308549852,2022-08-23T22.35.49.852,3.293,-0.010,0.011,0.020
1661308549863,2022-08-23T22.35.49.863,3.304,-0.003,0.009,0.020
1661308549873,2022-08-23T22.35.49.873,3.314,-0.009,0.006,0.016
1661308549883,2022-08-23T22.35.49.883,3.324,-0.009,0.005,0.003
1661308549893,2022-08-23T22.35.49.893,3.334,0.000,0.010,-0.004
1661308549902,2022-08-23T22.35.49.902,3.343,-0.006,0.013,-0.005
1661308549913,2022-08-23T22.35.49.913,3.354,-0.010,0.009,-0.003
1661308549923,2022-08-23T22.35.49.923,3.364,-0.005,0.004,0.004
1661308549933,2022-08-23T22.35.49.933,3.374,0.004,0.015,0.002
1661308549942,2022-08-23T22.35.49.942,3.383,-0.003,0.006,-0.003
1661308549952,2022-08-23T22.35.49.952,3.393,-0.007,-0.002,-0.002
1661308549962,2022-08-23T22.35.49.962,3.403,0.003,0.002,0.001
1661308549973,2022-08-23T22.35.49.973,3.414,0.004,0.004,-0.001
1661308549983,2022-08-23T22.35.49.983,3.424,-0.001,0.006,-0.006
1661308549992,2022-08-23T22.35.49.992,3.433,-0.010,0.007,-0.003
1661308550002,2022-08-23T22.35.50.002,3.443,-0.009,0.009,0.003
1661308550012,2022-08-23T22.35.50.012,3.453,-0.009,0.005,0.004
1661308550022,2022-08-23T22.35.50.022,3.463,-0.011,-0.001,0.003
1661308550033,2022-08-23T22.35.50.033,3.474,-0.008,0.002,0.004
1661308550041,2022-08-23T22.35.50.041,3.482,-0.005,0.007,0.008
1661308550052,2022-08-23T22.35.50.052,3.493,-0.008,0.009,0.014
1661308550062,2022-08-23T22.35.50.062,3.503,-0.013,0.009,0.016
1661308550072,2022-08-23T22.35.50.072,3.513,-0.007,0.017,0.014
1661308550081,2022-08-23T22.35.50.081,3.522,-0.000,0.022,0.010
1661308550091,2022-08-23T22.35.50.091,3.532,-0.008,0.018,0.003
1661308550101,2022-08-23T22.35.50.101,3.542,-0.020,0.014,-0.003
1661308550112,2022-08-23T22.35.50.112,3.553,-0.015,0.012,-0.001
1661308550122,2022-08-23T22.35.50.122,3.563,-0.008,0.011,0.004
1661308550132,2022-08-23T22.35.50.132,3.573,-0.005,0.009,0.003
1661308550141,2022-08-23T22.35.50.141,3.582,-0.003,0.003,-0.000
1661308550151,2022-08-23T22.35.50.151,3.592,0.001,-0.004,-0.005
1661308550162,2022-08-23T22.35.50.162,3.603,0.005,-0.000,-0.006
